Település;Körzet;Év;Jogi_státusz;Nyaraló;Típus;Altípus;Panelprogram;Ingatlan_állapota;Építés_éve;Zárószint;Emelet;Tájolás;Kilátás;Lift;Lakáson_belüli_szintszám;Fűtés;Nettó_méret;Terasz_méret;Erkély_méret;Telek_méret;Telek_méret_mértékegysége;Szobaszám;Eladási_ár;Négyzetméterár
Székesfehérvár;Belváros;2018;hasznalt;0;tarsashazi;tegla;0;4;1975;2;1;DNY;utcai;0;0;gaz_cserepkalyha;62;0;0;0;nm;1 + 2;24500000;395161.29
Szolnok;Széchenyi lakótelep;2018;hasznalt;0;tarsashazi;panel;0;3;1978;10;8;NY;utcai;1;0;tavegyedi;54;0;0;0;nm;2 + 0;7250000;134259.26
Nyíregyháza;Örökösföld;2020;hasznalt;0;tarsashazi;tegla;0;4;2001;4;3;D;utcai;1;1;gaz_cirko;62.00;0.00;3;;;3 + 0;21500000;346774.19
Nagykanizsa;Észak-Keleti Városrész;2020;hasznalt;0;csaladihaz;tegla;0;3;1980;;;NY;;0;0;gaz_konvektor;80.00;0.00;0;1773;nm;2 + 0;15000000;187500.00
Nyíregyháza;Borbánya;2020;hasznalt;0;csaladihaz;tegla;0;4;2000;;;DNY;;0;1;elektromos_infra;36.00;50.00;0;1569;nm;2 + 0;16000000;444444.44
Zalaegerszeg;Landorhegy;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;4;1975;10;5;K;utcai;1;0;hazkozponti_meresnelkul;55.00;0.00;;;;2 + 0;13600000;247272.73
Győr;Nádorváros;2020;hasznalt;0;tarsashazi;tegla;0;3;1970;4;2;K;utcai;0;1;tav;43.00;0.00;0;;;2 + 0;17500000;406976.74
Szekszárd;Szekszárd;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;2;1970;10;3;D;utcai;1;1;tavegyedi;38.00;0.00;0;;;1 + 0;11000000;289473.68
Tatabánya;Ságvári ltp.;2020;hasznalt;0;tarsashazi;tegla;0;2;1960;3;2;DNY;utcai;0;1;tavegyedi;51.00;1.00;1;;;2 + 0;14600000;286274.51
Pécs;Belváros;2020;uj;0;tarsashazi;tegla;0;5;2020;3;3;É;udvari;0;1;gaz_cirko;52.00;0.00;0;;;2 + 0;21700000;417307.69
Szolnok;Belváros;2020;hasznalt;0;tarsashazi;tegla;0;3;1985;3;földszint;K;utcai;0;0;gaz_cirko;78.00;19.50;0;;;3 + 0;30500000;391025.64
Pécs;Kertváros;2020;hasznalt;0;tarsashazi;panel;1;2;1972;4;3;É;kertre_nezo;0;0;tavegyedi;52.00;0.00;4;;;2 + 0;12500000;240384.62
Székesfehérvár;Belváros;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;2;1983;4;3;DK;utcai;0;1;gaz_konvektor;70.00;0.00;10;;;3 + 0;25000000;357142.86
Miskolc;Kilián-észak;2020;hasznalt;0;tarsashazi;tegla;0;4;1965;3;3;D;utcai;0;0;tav;70.00;0.00;5;;;3 + 0;16500000;235714.29
Szombathely;Nyugati városrész;2020;hasznalt;0;csaladihaz;tegla;0;5;2008;;;NY;;0;0;megujulo;150.00;20.00;0;849;nm;4 + 0;58000000;386666.67
Szekszárd;Szekszárd;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;4;1983;3;3;K;utcai;0;0;tavegyedi;55.00;0.00;0;;;3 + 0;16300000;296363.64
Debrecen;Sestakert;2020;hasznalt;0;tarsashazi;tegla;0;4;1967;4;3;NY;utcai;0;0;gaz_konvektor;48.00;0.00;0;;;2 + 0;23000000;479166.67
Debrecen;Júlia-telep;2020;hasznalt;0;sorhaz;tegla;0;5;2008;;;ÉK;;0;1;gaz_cirko;77.00;0.00;0;526;nm;4 + 0;42000000;545454.55
Szekszárd;Szekszárd;2020;hasznalt;0;tarsashazi;panel;0;3;1988;4;2;K;kertre_nezo;0;1;tavegyedi;28.00;0.00;0;;;1 + 0;11000000;392857.14
Debrecen;Hatvan-utcai kert;2020;hasznalt;0;csaladihaz;egyeb;;5;2004;;;K;;0;1;megujulo;220.00;19.00;;1041;;6 + 0;139000000;631818.18
Szolnok;Tallinnvárosrész;2020;hasznalt;0;tarsashazi;tegla;0;3;1965;4;1;ÉK;kertre_nezo;0;0;gaz_konvektor;42.00;0.00;0;;;2 + 0;11500000;273809.52
Debrecen;Nagyerdő;2020;hasznalt;0;tarsashazi;tegla;0;4;1996;3;3;DK;kertre_nezo;0;0;gaz_cirko;42.00;0.00;0;;;1 + 0;20350000;484523.81
Miskolc;Avas I.;2020;hasznalt;0;tarsashazi;panel;0;4;1973;9;1;K;utcai;1;0;tav;54.00;0.00;2.20;;;3 + 0;10500000;194444.44
Székesfehérvár;Horváth I. Lakótelep;2020;hasznalt;0;tarsashazi;tegla;0;2;1970;4;3;DNY;utcai;0;1;gaz_konvektor;55.00;0.00;0;;;2 + 0;17300000;314545.45
Zalaegerszeg;;2020;uj;0;tarsashazi;tegla;0;5;2019;3;3;NY;utcai;1;0;hazkozponti;85.90;32.60;0;;;4 + 0;39500000;460104.83
Pécs;Deindol;2020;hasznalt;0;csaladihaz;valyog;0;3;1946;;;D;;0;0;faszen_kalyha;30.00;0.00;0;878;nm;1 + 0;4200000;140000.00
Érd;Érd;2020;hasznalt;0;tarsashazi;tegla;0;5;1980;1;1;NY;udvari;0;1;gaz_cirko;78.00;0.00;4;;;4 + 0;36000000;461538.46
Szolnok;Szolnok;2020;uj;0;tarsashazi;tegla;0;5;2019;4;3;K;udvari;0;1;gaz_cirko;80.90;0.00;5.98;;;4 + 0;36500000;451174.29
Szolnok;Szolnok;2020;hasznalt;0;tarsashazi;tegla;0;3;1971;4;földszint;DK;utcai;0;0;gaz_konvektor;57.00;0.00;0;;;2 + 0;12700000;222807.02
Nagykanizsa;Keleti Városrész;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;4;1980;10;8;K;utcai;1;0;hazkozponti_meresnelkul;63.00;0.00;4;;;3 + 0;13000000;206349.21
Pécs;Kertváros;2020;hasznalt;0;tarsashazi;panel;;5;1980;10;9;NY;utcai;1;1;tavegyedi;41.00;4.00;;0;;3 + 0;15650000;381707.32
Zalaegerszeg;Kertváros;2020;hasznalt;0;tarsashazi;csusztatott_zsalus;0;4;1972;4;1;É;utcai;0;0;hazkozponti_meresnelkul;55.00;0.00;4;;;2 + 0;15000000;272727.27
Debrecen;Bayk András kert;2020;hasznalt;0;hazresz;tegla;0;3;1960;;;ÉNY;;0;0;gaz_cirko;40.00;0.00;0;50;nm;2 + 0;13000000;325000.00
Szombathely;Derkovits ltp.;2020;hasznalt;0;tarsashazi;tegla;0;3;1972;4;4;D;utcai;0;0;gaz_konvektor;49.00;0.00;0;;;2 + 0;14800000;302040.82
Zalaegerszeg;Kertváros;2020;hasznalt;0;tarsashazi;tegla;0;2;1970;4;1;D;udvari;0;0;gaz_konvektor;53.00;0.00;;;;2 + 0;13700000;258490.57
Kecskemét;Belváros;2020;hasznalt;0;tarsashazi;panel;1;5;1980;4;4;NY;utcai;0;1;tavegyedi;52.00;0.00;3;;;2 + 0;17350000;333653.85
Kecskemét;Széchenyiváros;2020;hasznalt;0;tarsashazi;panel;1;3;1980;5;4;D;utcai;0;1;tavegyedi;63.00;0.00;4;;;3 + 0;18000000;285714.29
Szekszárd;Szekszárd;2020;hasznalt;0;tarsashazi;panel;1;4;1970;4;1;D;udvari;0;0;tavegyedi;60.00;0.00;0;;;3 + 0;19900000;331666.67
Tatabánya;Újváros;2020;hasznalt;0;tarsashazi;tegla;0;5;1970;4;4;K;udvari;0;0;tav;43.00;0.00;0.30;;;2 + 0;17300000;402325.58
Kecskemét;Széchenyiváros;2020;hasznalt;0;tarsashazi;panel;0;2;1970;4;3;DNY;utcai;0;1;tavegyedi;54.00;0.00;4;;;2 + 0;16800000;311111.11
Győr;Győrszabadhegy;2020;hasznalt;0;tarsashazi;panel;;4;1978;;3;K;utcai;0;1;tavegyedi;58.00;0.00;;0;;3 + 0;23600000;406896.55
Veszprém;Egyetemváros;2020;hasznalt;0;tarsashazi;tegla;0;4;1970;4;magasföldszint;NY;utcai;0;1;gaz_konvektor;38.00;0.00;0;;;1 + 0;20200000;531578.95
Győr;Sáráspuszta;2020;hasznalt;0;csaladihaz;tegla;0;4;1995;;;DNY;;0;1;gaz_cirko;200.00;0.00;0;1000;nm;7 + 0;65000000;325000.00
Debrecen;Újkert;2020;hasznalt;0;tarsashazi;panel;0;5;1975;14;9;DNY;utcai;1;0;tavegyedi;75.00;0.00;5;;;3 + 0;23000000;306666.67
Érd;Érdliget;2020;hasznalt;0;tarsashazi;tegla;0;3;1980;3;1;DK;kertre_nezo;0;1;gaz_cirko;105.00;8.00;4;;;4 + 0;36500000;347619.05
Miskolc;Bulgárföld ;2020;hasznalt;0;tarsashazi;tegla;0;4;1968;9;6;K;udvari;1;0;hazkozponti_meresnelkul;52.00;0.00;4.10;;;2 + 0;10500000;201923.08
Szolnok;Belváros;2020;hasznalt;0;tarsashazi;tegla;0;3;1988;4;2;DNY;udvari;0;0;gaz_konvektor;54;0;2;;;2 + 0;14300000;264814.81
Nyíregyháza;Érkert;2020;hasznalt;0;tarsashazi;tegla;;3;1962;4;1;NY;utcai;0;1;gaz_konvektor;35;0;;0;;1 + 0;11500000;328571.43
Szekszárd;Szekszárd;2020;hasznalt;0;tanya;tegla;0;2;1985;;;É;;0;1;nincs;30;0;0;2347;nm;1 + 0;2300000;76666.67
Debrecen;Belváros;2020;uj;0;tarsashazi;tegla;0;5;2019;1;földszint;NY;kertre_nezo;0;0;megujulo;52.85;14.47;;;;3 + 0;41458650;784458.85
Nagykanizsa;Keleti Városrész;2020;hasznalt;0;tarsashazi;panel;0;4;1980;4;1;D;utcai;0;0;hazkozponti;54;0;0;;;2 + 0;13200000;244444.44
Szolnok;Belváros;2020;hasznalt;0;tarsashazi;tegla;0;4;1990;2;2;NY;udvari;0;1;gaz_cirko;65;0;0;;;3 + 0;21000000;323076.92
